Numéro de département	Date	Nombre cumulé de cas	Source	Observations
74	10/03/2020	71	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-mardi-10-mars-2020-15h	aucune
01	11/03/2020	26	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-point-de-situation-mercredi-11-mars-15-h	Le « (+3) » indique visiblement l'augmentation du nombre de cas depuis le point précédent (la veille)
07	11/03/2020	6	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-point-de-situation-mercredi-11-mars-15-h	Le « (+0) » indique visiblement l'augmentation du nombre de cas depuis le point précédent (la veille)
26	11/03/2020	24	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-point-de-situation-mercredi-11-mars-15-h	Le « (+4) » indique visiblement l'augmentation du nombre de cas depuis le point précédent (la veille)
38	11/03/2020	13	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-point-de-situation-mercredi-11-mars-15-h	Le « (+10) » indique visiblement l'augmentation du nombre de cas depuis le point précédent (la veille) ; la personne résidant en Île-de-France mais hospitalisée à Grenoble n'est plus mentionnée
42	11/03/2020	34	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-point-de-situation-mercredi-11-mars-15-h	Le « (+5) » indique visiblement l'augmentation du nombre de cas depuis le point précédent (la veille)
43	11/03/2020	4	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-point-de-situation-mercredi-11-mars-15-h	Le « (+4) » indique visiblement l'augmentation du nombre de cas depuis le point précédent (la veille)
63	11/03/2020	11	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-point-de-situation-mercredi-11-mars-15-h	Le « (+0) » indique visiblement l'augmentation du nombre de cas depuis le point précédent (la veille)
69	11/03/2020	72	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-point-de-situation-mercredi-11-mars-15-h	Le « (+12) » indique visiblement l'augmentation du nombre de cas depuis le point précédent (la veille)
73	11/03/2020	4	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-point-de-situation-mercredi-11-mars-15-h	Le « (+0) » indique visiblement l'augmentation du nombre de cas depuis le point précédent (la veille)
74	11/03/2020	72	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-point-de-situation-mercredi-11-mars-15-h	Le « (+1) » indique visiblement l'augmentation du nombre de cas depuis le point précédent (la veille)
03	12/03/2020	1	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-dans-lallier	aucune
01	12/03/2020	31	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-jeudi-12-mars-2020-15h	aucune
07	12/03/2020	15	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-jeudi-12-mars-2020-15h	aucune
26	12/03/2020	33	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-jeudi-12-mars-2020-15h	aucune
38	12/03/2020	16	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-jeudi-12-mars-2020-15h	aucune
42	12/03/2020	43	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-jeudi-12-mars-2020-15h	aucune
43	12/03/2020	5	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-jeudi-12-mars-2020-15h	aucune
63	12/03/2020	13	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-jeudi-12-mars-2020-15h	aucune
69	12/03/2020	87	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-jeudi-12-mars-2020-15h	aucune
73	12/03/2020	6	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-jeudi-12-mars-2020-15h	aucune
74	12/03/2020	83	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-jeudi-12-mars-2020-15h	aucune
15	13/03/2020	1	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-dans-le-cantal	Personne résidant en Charente-maritime, mais de passage dans le Cantal, et hospitalisée à Aurillac
01	13/03/2020	39	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-du-samedi-14-mars-2020	Déduit des statistiques du 14 mars, avec la donnée de l'augmentation depuis le 13 mars (mais les nombres, département par département, ne sont pas tout à fait compatibles avec les nombres donnés pour toute la région, dans le paragraphe d'introduction)
03	13/03/2020	1	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-du-samedi-14-mars-2020	Déduit des statistiques du 14 mars, avec la donnée de l'augmentation depuis le 13 mars (mais les nombres, département par département, ne sont pas tout à fait compatibles avec les nombres donnés pour toute la région, dans le paragraphe d'introduction)
07	13/03/2020	17	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-du-samedi-14-mars-2020	Déduit des statistiques du 14 mars, avec la donnée de l'augmentation depuis le 13 mars (mais les nombres, département par département, ne sont pas tout à fait compatibles avec les nombres donnés pour toute la région, dans le paragraphe d'introduction)
26	13/03/2020	42	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-du-samedi-14-mars-2020	Déduit des statistiques du 14 mars, avec la donnée de l'augmentation depuis le 13 mars (mais les nombres, département par département, ne sont pas tout à fait compatibles avec les nombres donnés pour toute la région, dans le paragraphe d'introduction)
38	13/03/2020	23	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-du-samedi-14-mars-2020	Déduit des statistiques du 14 mars, avec la donnée de l'augmentation depuis le 13 mars (mais les nombres, département par département, ne sont pas tout à fait compatibles avec les nombres donnés pour toute la région, dans le paragraphe d'introduction)
42	13/03/2020	47	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-du-samedi-14-mars-2020	Déduit des statistiques du 14 mars, avec la donnée de l'augmentation depuis le 13 mars (mais les nombres, département par département, ne sont pas tout à fait compatibles avec les nombres donnés pour toute la région, dans le paragraphe d'introduction)
43	13/03/2020	6	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-du-samedi-14-mars-2020	Déduit des statistiques du 14 mars, avec la donnée de l'augmentation depuis le 13 mars (mais les nombres, département par département, ne sont pas tout à fait compatibles avec les nombres donnés pour toute la région, dans le paragraphe d'introduction)
63	13/03/2020	15	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-du-samedi-14-mars-2020	Déduit des statistiques du 14 mars, avec la donnée de l'augmentation depuis le 13 mars (mais les nombres, département par département, ne sont pas tout à fait compatibles avec les nombres donnés pour toute la région, dans le paragraphe d'introduction)
69	13/03/2020	115	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-du-samedi-14-mars-2020	Déduit des statistiques du 14 mars, avec la donnée de l'augmentation depuis le 13 mars (mais les nombres, département par département, ne sont pas tout à fait compatibles avec les nombres donnés pour toute la région, dans le paragraphe d'introduction)
73	13/03/2020	16	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-du-samedi-14-mars-2020	Déduit des statistiques du 14 mars, avec la donnée de l'augmentation depuis le 13 mars (mais les nombres, département par département, ne sont pas tout à fait compatibles avec les nombres donnés pour toute la région, dans le paragraphe d'introduction)
74	13/03/2020	92	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-du-samedi-14-mars-2020	Déduit des statistiques du 14 mars, avec la donnée de l'augmentation depuis le 13 mars (mais les nombres, département par département, ne sont pas tout à fait compatibles avec les nombres donnés pour toute la région, dans le paragraphe d'introduction)
01	14/03/2020	43	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-du-samedi-14-mars-2020	aucune
03	14/03/2020	2	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-du-samedi-14-mars-2020	aucune
07	14/03/2020	20	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-du-samedi-14-mars-2020	aucune
15	14/03/2020	1	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-du-samedi-14-mars-2020	aucune
26	14/03/2020	45	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-du-samedi-14-mars-2020	aucune
38	14/03/2020	29	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-du-samedi-14-mars-2020	aucune
42	14/03/2020	54	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-du-samedi-14-mars-2020	aucune
43	14/03/2020	7	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-du-samedi-14-mars-2020	aucune
63	14/03/2020	16	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-du-samedi-14-mars-2020	aucune
69	14/03/2020	123	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-du-samedi-14-mars-2020	aucune
73	14/03/2020	18	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-du-samedi-14-mars-2020	aucune
74	14/03/2020	92	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-du-samedi-14-mars-2020	aucune
01	15/03/2020	52	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-ara-point-de-situation-dimanche-15-mars-2020	aucune
03	15/03/2020	4	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-ara-point-de-situation-dimanche-15-mars-2020	aucune
07	15/03/2020	24	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-ara-point-de-situation-dimanche-15-mars-2020	aucune
15	15/03/2020	1	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-ara-point-de-situation-dimanche-15-mars-2020	L'un des deux cas est domicilié dans une autre région, il ne sera plus comptabilisé dans les communiqués suivants : par cohérence, je l'enlève d'ici aussi
26	15/03/2020	46	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-ara-point-de-situation-dimanche-15-mars-2020	aucune
38	15/03/2020	34	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-ara-point-de-situation-dimanche-15-mars-2020	aucune
42	15/03/2020	64	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-ara-point-de-situation-dimanche-15-mars-2020	aucune
43	15/03/2020	7	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-ara-point-de-situation-dimanche-15-mars-2020	aucune
63	15/03/2020	19	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-ara-point-de-situation-dimanche-15-mars-2020	aucune
69	15/03/2020	136	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-ara-point-de-situation-dimanche-15-mars-2020	aucune
73	15/03/2020	22	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-ara-point-de-situation-dimanche-15-mars-2020	aucune
74	15/03/2020	115	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-ara-point-de-situation-dimanche-15-mars-2020	aucune
01	16/03/2020	59	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-lundi-16-mars-2020-15h	aucune
03	16/03/2020	5	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-lundi-16-mars-2020-15h	aucune
07	16/03/2020	29	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-lundi-16-mars-2020-15h	aucune
15	16/03/2020	1	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-lundi-16-mars-2020-15h	aucune
26	16/03/2020	69	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-lundi-16-mars-2020-15h	aucune
43	16/03/2020	7	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-lundi-16-mars-2020-15h	aucune
38	16/03/2020	35	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-lundi-16-mars-2020-15h	aucune
42	16/03/2020	76	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-lundi-16-mars-2020-15h	aucune
63	16/03/2020	20	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-lundi-16-mars-2020-15h	aucune
69	16/03/2020	164	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-lundi-16-mars-2020-15h	aucune
73	16/03/2020	26	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-lundi-16-mars-2020-15h	aucune
74	16/03/2020	126	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-lundi-16-mars-2020-15h	aucune
01	17/03/2020	75	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-mardi-17-mars-2020-15h	aucune
03	17/03/2020	7	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-mardi-17-mars-2020-15h	aucune
07	17/03/2020	40	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-mardi-17-mars-2020-15h	aucune
15	17/03/2020	1	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-mardi-17-mars-2020-15h	aucune
26	17/03/2020	71	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-mardi-17-mars-2020-15h	aucune
43	17/03/2020	7	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-mardi-17-mars-2020-15h	aucune
38	17/03/2020	44	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-mardi-17-mars-2020-15h	aucune
42	17/03/2020	87	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-mardi-17-mars-2020-15h	aucune
63	17/03/2020	26	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-mardi-17-mars-2020-15h	aucune
69	17/03/2020	181	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-mardi-17-mars-2020-15h	aucune
73	17/03/2020	26	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-mardi-17-mars-2020-15h	aucune
74	17/03/2020	141	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-mardi-17-mars-2020-15h	aucune
01	18/03/2020	77	https://www.auvergne-rhone-alpes.ars.sante.fr/covid-19-en-auvergne-rhone-alpes-point-de-situation-mercredi-18-mars-15h	aucune
